cow_id,age,breed,feed_quantity,temperature,humidity,lactation_stage,milk_yield
6c6840da,2,Jersey,23.24,-1.96,51.39,284,18.76
ea26de82,4,Holstein,21.42,27.81,53.62,258,22.06
16f9747b,8,Holstein,24.77,23.32,74.8,266,26.78
0d3dcb73,9,Holstein,21.3,17.11,48.52,61,32.31
10ad8c89,7,Jersey,22.11,19.04,41.45,336,17.99
84f2a891,3,Jersey,22.74,19.21,62.16,228,24.45
2cf89e82,5,Holstein,25.17,23.37,66.02,324,26.66
2fe18380,6,Jersey,24.43,28.29,53.59,323,17.99
d4fd5d12,4,Guernsey,22.1,27.82,82.94,8,16.28
c21f5a94,7,Holstein,28.28,8.79,59.79,102,36.17
24f2a55e,4,Jersey,17.2,18.68,61.27,164,20.98
189ebe93,2,Holstein,19.98,31.21,54.95,246,16.56
8c32c618,5,Holstein,24.05,14.51,52.7,362,28.31
85689564,10,Holstein,23.82,9.9,56.67,167,26.89
2a131b4d,10,Holstein,30.45,21.06,48.06,338,21.45
0a6ef031,3,Holstein,25.61,18.22,72.22,148,35.75
a3ef6cb1,2,Holstein,19.71,8.82,66.38,117,29.96
a64637e5,3,Jersey,20.49,17.44,33.32,224,25.37
4bdc2859,10,Holstein,29.66,4.58,59.1,225,26.35
2dff6d25,4,Holstein,24.81,16.16,57.97,384,25.34
6201b548,2,Holstein,23.28,32.33,47.79,21,21.15
078f9f22,3,Jersey,15.83,27.81,58.14,41,17.82
2cf89e82,5,Holstein,21.61,4.74,37.15,169,34.86
41b467cc,3,Jersey,17.27,6.59,28.62,121,22.76
6df9a5ab,7,Jersey,13.83,24.65,74.82,126,14.51
cca1b932,3,Jersey,15.58,27.56,98.81,272,12.19
7a312f21,3,Holstein,25.92,12.19,20.06,305,29.73
01724ec6,6,Holstein,22.94,5.58,79.04,317,28.59
8a91468a,10,Guernsey,14.67,20.49,36.44,200,14.25
5cb03f40,3,Jersey,16.37,13.58,67.52,248,19.98
c67b8874,6,Holstein,26.85,35.51,63.53,58,26.97
63f38a4c,2,Holstein,28.62,18.65,87.42,302,27.91
2425e0a7,5,Holstein,21.43,20.42,46.52,162,34.16
d8341f03,5,Guernsey,19.37,24.29,60.46,28,24.56
3f4a1a92,8,Guernsey,24.6,25.18,65.14,63,20.1
9ccf2a6d,4,Jersey,15.42,32.01,51.58,169,17.96
f55e6417,5,Holstein,27.95,16.45,85.54,161,37.3
0217b55f,7,Holstein,23.12,19.47,80.48,26,33.22
226fb633,4,Holstein,27.34,19.93,78.46,313,30.11
65d28837,10,Holstein,19.92,28.36,74.93,18,18.9
52c5e841,3,Jersey,20.14,12.63,81.58,203,20.92
646e599e,7,Holstein,21.7,20.44,62.1,309,26.74
324279af,5,Guernsey,13.51,23.45,60.15,63,17.4
61f76f2f,5,Holstein,23.47,8.64,68.81,191,33.81
a2fea69b,7,Holstein,23.16,30.46,88.32,134,21.59
8d3cc66a,7,Holstein,24.01,16.01,66.01,333,26.79
3394b844,7,Jersey,13.86,8.28,29.6,379,12.5
53824f44,3,Holstein,23.0,2.51,76.87,214,29.36
e86a8272,5,Holstein,21.34,15.09,64.49,174,30.81
0864cf29,3,Holstein,24.39,-5.82,85.42,269,28.48
a5bab307,4,Jersey,16.32,16.03,62.98,75,24.05
87c92eda,4,Holstein,24.87,10.27,48.38,334,27.61
dcd70884,8,Holstein,23.71,27.64,68.85,97,28.53
7af80bed,8,Holstein,24.01,7.62,53.08,33,30.66
ae96cecf,10,Holstein,26.76,31.63,59.59,195,18.34
f79b49e2,7,Jersey,13.31,19.74,59.6,299,17.0
7a2c4bdc,10,Holstein,21.61,16.7,53.34,165,26.04
bba15172,6,Holstein,25.86,29.3,60.2,172,33.3
36faadb2,4,Jersey,18.4,16.51,38.78,328,17.93
948cd8fe,3,Holstein,28.45,21.63,66.82,170,36.17
e5143af1,7,Jersey,14.03,7.58,42.43,168,20.81
5a4783e4,2,Holstein,19.51,27.04,54.48,33,24.33
e57dad1a,4,Jersey,19.63,17.8,62.52,6,18.65
bf90c838,8,Holstein,18.44,26.85,49.35,58,23.21
e3360553,4,Jersey,18.66,7.05,36.59,266,20.49
c88be577,8,Jersey,20.62,21.87,43.7,96,21.02
e553cf89,2,Guernsey,17.83,32.3,39.93,237,16.46
2c720d0f,4,Holstein,23.86,38.29,49.3,137,23.25
90a44d56,10,Holstein,26.73,31.89,80.0,284,17.49
b6d0df7c,3,Holstein,25.14,21.56,63.83,117,33.14
e723b1ef,7,Holstein,21.21,17.22,65.99,157,30.76
48e12cfa,2,Guernsey,15.4,10.65,57.19,301,16.27
99a7f8a5,6,Jersey,16.01,31.23,69.92,396,13.47
c9023f1a,5,Holstein,27.49,19.24,78.91,136,37.23
959f9442,5,Jersey,17.06,7.04,65.53,179,22.88
b95b34ed,2,Holstein,27.66,16.34,53.88,353,25.38
0323a382,3,Holstein,28.58,17.25,77.2,347,28.49
0bda32d1,4,Guernsey,17.02,19.97,60.34,30,21.72
fab0994f,9,Holstein,29.98,18.31,65.85,397,20.8
f4e183ff,3,Holstein,25.76,32.98,25.16,121,30.14
9a6a874e,7,Jersey,21.95,45.0,81.69,204,10.93
6e5147c6,9,Jersey,24.07,19.52,77.97,205,21.24
dd31c0c8,9,Holstein,23.29,21.89,67.46,272,23.58
ffab261f,3,Holstein,21.29,3.12,53.32,120,29.68
69689cc9,5,Holstein,20.08,23.14,49.89,399,23.23
52326c4d,4,Holstein,21.91,14.26,60.14,106,33.64
64cb67e0,5,Holstein,23.6,24.11,81.17,164,26.56
50b5974a,10,Jersey,22.57,6.68,65.97,34,20.68
972c1fa0,8,Jersey,17.65,20.01,59.07,323,18.3
a0641415,2,Holstein,22.9,7.86,72.95,147,30.3
92491765,6,Holstein,21.73,42.44,61.1,37,15.6
c82a41dc,5,Holstein,23.45,22.85,64.83,264,30.42
914e24fb,10,Holstein,28.5,27.68,44.19,205,27.49
76fe859b,8,Jersey,16.98,26.71,42.91,389,13.41
e553cf89,2,Guernsey,16.83,16.52,62.89,386,12.0
0d3dcb73,9,Holstein,26.56,23.33,59.56,259,26.43
c8d1a788,5,Jersey,18.6,25.5,69.88,34,21.48
8b406f9e,6,Jersey,17.2,19.77,85.89,245,16.9
d3d4dd84,5,Guernsey,12.25,29.41,42.17,64,19.48
62c3723d,6,Holstein,21.56,14.46,70.94,249,26.57
c834198c,9,Holstein,25.81,15.44,53.91,205,27.85
f95ba31f,7,Guernsey,21.99,23.67,64.2,272,17.03
b4cef51d,7,Holstein,22.99,18.36,70.22,233,27.6
f206888b,10,Holstein,20.93,14.16,80.07,350,19.94
b6fcafa9,7,Jersey,19.76,12.04,49.2,343,20.34
c058ad9d,10,Jersey,15.79,11.84,47.26,54,18.62
eced317a,5,Jersey,15.98,32.74,94.41,29,18.21
bba15172,6,Holstein,29.29,12.52,53.7,67,38.46
9cd97eff,10,Holstein,24.73,27.22,47.34,96,27.52
b1d33417,6,Guernsey,12.61,13.21,64.36,386,12.34
9a30b9e0,8,Holstein,25.42,29.49,57.03,329,20.47
f6e79618,9,Jersey,24.69,21.3,61.27,261,19.28
68a6de4d,6,Jersey,17.19,33.53,71.38,188,17.28
3baefeea,8,Holstein,24.07,20.56,69.97,278,25.74
e86a8272,5,Holstein,15.01,35.42,59.91,253,19.17
7da0d799,2,Holstein,16.62,3.99,56.15,10,23.06
d84754ca,8,Holstein,18.45,9.68,46.66,72,28.65
0ba48938,10,Holstein,21.86,14.01,83.81,396,17.77
189ebe93,2,Holstein,23.22,17.69,59.66,220,30.29
cfa31dd5,8,Jersey,15.94,25.66,63.79,61,18.14
23ef4313,5,Jersey,18.49,7.73,57.21,359,19.79
f0ce6f53,9,Guernsey,17.9,16.0,91.8,254,15.12
a868d649,6,Holstein,22.74,24.86,46.93,312,23.22
f8968de5,6,Guernsey,22.18,21.57,68.58,353,20.28
234c8d14,10,Jersey,13.83,15.09,80.2,16,15.74
bb7eb191,3,Holstein,23.04,23.24,74.19,371,23.28
c834198c,9,Holstein,29.22,12.41,59.25,303,25.8
d610ddcc,5,Holstein,27.68,14.81,44.02,16,34.31
64bdf953,2,Guernsey,15.56,45.0,71.41,23,12.09
95da4d5e,3,Jersey,18.35,14.29,45.42,396,14.49
10fa0fdc,2,Holstein,23.46,5.96,80.32,355,21.51
ecc7e414,4,Holstein,18.63,34.91,80.33,128,14.77
46e8e76a,4,Holstein,25.98,30.87,74.17,366,18.51
cc5dc3b1,4,Holstein,23.94,31.05,60.67,17,23.69
6f3afa5b,4,Jersey,19.06,22.0,54.43,119,24.48
fafb9efc,4,Holstein,25.76,6.91,74.77,218,32.5
83dfd8bf,8,Holstein,25.46,25.79,63.25,128,26.22
0bcd7a39,3,Holstein,26.08,27.5,55.89,141,29.28
ceafb47c,5,Guernsey,20.7,31.27,50.36,382,16.97
6a766243,2,Jersey,17.43,12.6,47.62,306,16.43
c7970195,5,Holstein,30.35,29.76,100.0,189,25.89
a80444be,7,Holstein,18.57,28.12,29.42,181,22.55
5efaef44,6,Holstein,26.54,17.09,63.41,10,28.6
5091babb,10,Holstein,25.07,17.43,74.25,290,24.38
495ebd66,3,Holstein,26.16,9.27,40.93,282,24.78
e5143af1,7,Jersey,17.1,17.5,65.99,125,22.26
a5bab307,4,Jersey,14.45,21.79,58.96,315,17.49
8a138717,5,Holstein,24.42,14.26,63.71,369,25.92
69e673a4,3,Holstein,26.87,12.41,36.43,265,27.61
101573f9,2,Holstein,24.39,32.15,62.55,71,22.39
c042e664,7,Holstein,23.41,37.47,43.79,209,21.39
a2a93d4a,9,Jersey,15.59,15.06,71.35,341,15.85
502963bc,8,Jersey,23.19,7.71,87.75,76,24.14
e32cda13,7,Jersey,18.42,23.37,72.0,130,24.35
a3503119,3,Jersey,19.21,1.7,63.45,351,17.51
68081ab9,2,Holstein,27.86,16.68,81.39,363,25.22
cc5dc3b1,4,Holstein,28.03,7.29,66.07,260,30.44
ecc82138,6,Jersey,15.91,26.96,86.81,146,18.7
cb81e3b7,6,Holstein,25.08,17.59,52.02,117,37.95
8e2f2cef,7,Jersey,19.94,26.87,71.95,85,19.15
66f4acd0,3,Holstein,21.77,18.17,79.02,51,32.17
b722a89d,6,Holstein,22.84,27.36,56.15,364,21.0
96a95b90,4,Jersey,16.15,14.94,38.92,138,23.36
4f7390c4,9,Holstein,21.3,12.93,61.12,168,26.86
6df9a5ab,7,Jersey,19.82,19.97,83.91,118,24.05
57922d84,6,Holstein,21.32,25.76,81.0,395,19.82
189ebe93,2,Holstein,25.88,11.84,62.28,54,33.02
f9ec0a01,7,Jersey,15.79,37.52,61.52,336,7.04
9c1e8daf,5,Guernsey,14.94,37.47,51.46,101,14.77
c4f292da,9,Holstein,22.93,28.49,47.58,215,22.16
3c295da7,3,Jersey,23.19,24.78,68.08,304,16.49
20421cd2,6,Holstein,30.33,24.45,54.82,287,30.08
5994fcbb,2,Holstein,22.93,42.95,87.31,90,12.13
d609093b,10,Holstein,21.69,17.28,50.67,55,25.34
7e0bd251,6,Jersey,17.37,14.16,54.08,293,20.23
d9af4e13,4,Holstein,22.89,23.9,54.55,212,30.22
fbb7dfb0,10,Holstein,21.18,5.65,65.75,271,20.0
daacae5d,2,Holstein,22.3,17.37,82.11,246,28.53
608e7379,10,Guernsey,17.7,20.25,77.8,300,16.24
77e0549b,4,Holstein,26.74,18.29,66.11,181,35.33
38b8ba65,8,Jersey,19.25,8.67,61.13,163,19.68
9abb976f,7,Jersey,19.75,16.79,43.42,29,23.69
90b8c5ba,4,Holstein,23.22,26.01,63.39,373,23.76
1b724b02,9,Holstein,24.58,22.29,29.27,85,29.45
e4087503,4,Holstein,29.04,17.47,91.09,43,36.87
fab0994f,9,Holstein,17.7,22.0,61.87,97,26.67
627018bb,9,Holstein,24.76,22.22,49.89,195,24.68
c005a9ad,4,Holstein,22.14,40.24,58.5,50,17.97
d3cc3511,8,Guernsey,16.91,34.7,40.24,245,12.18
06047999,3,Holstein,22.48,1.68,46.48,114,32.18
295bdc03,2,Holstein,20.22,18.91,70.55,26,29.3
59b3d6a4,4,Holstein,22.64,11.88,75.37,108,32.06
bb7eb191,3,Holstein,21.1,1.6,84.94,332,27.14
238600b4,4,Holstein,21.68,16.36,53.24,208,31.04
3394b844,7,Jersey,14.67,12.02,52.76,142,21.02
7b11f192,3,Holstein,21.85,25.67,48.92,147,26.07
f196c4cc,10,Jersey,18.29,25.34,61.69,365,10.85
6c86152d,5,Holstein,25.68,36.01,93.69,143,20.84
914e24fb,10,Holstein,24.53,26.23,41.44,367,18.52
deecc2f1,9,Holstein,27.18,37.63,74.15,361,10.88
797d18f0,4,Holstein,21.43,38.38,66.71,158,15.04
8af484c0,10,Holstein,23.34,6.48,68.0,259,25.63
e87d848e,4,Holstein,29.55,41.72,54.69,65,18.85
99a7f8a5,6,Jersey,21.32,23.35,84.94,326,18.7
ca08d7ff,4,Holstein,21.71,45.0,49.41,106,17.87
6843bffc,8,Guernsey,14.56,27.26,68.28,199,17.17
10ad8c89,7,Jersey,19.51,17.16,63.54,245,20.47
c28b63bf,7,Guernsey,15.96,10.3,58.09,154,19.52
54319bbc,7,Holstein,20.61,36.53,67.48,139,16.55
d9af4e13,4,Holstein,24.23,12.52,43.74,183,33.64
5ae48f21,9,Holstein,23.85,2.69,52.52,6,21.76
3f4c9ae2,3,Holstein,21.53,4.85,65.77,19,26.64
6f4fc702,9,Holstein,27.02,25.8,46.94,97,26.59
34477b46,7,Holstein,22.37,24.62,81.77,315,23.28
9f3007ae,9,Jersey,22.06,3.94,58.86,339,15.81
aa77f4e0,4,Holstein,25.33,13.28,36.86,339,27.47
d636b990,2,Holstein,26.84,26.75,20.0,170,29.49
c21f5a94,7,Holstein,23.75,27.05,42.55,385,21.08
9ae4ea59,7,Jersey,16.44,15.86,46.13,80,24.28
a3ef6cb1,2,Holstein,29.1,19.87,68.81,367,23.79
648919dd,5,Holstein,21.07,33.78,54.51,103,25.39
07a75ae9,10,Holstein,29.28,28.26,78.72,318,18.29
bec88bf6,8,Holstein,24.59,18.96,80.08,49,32.16
c6343d1e,6,Jersey,19.88,14.74,80.42,203,24.9
fecc6aa3,3,Holstein,28.62,32.16,44.19,40,28.4
0163afda,3,Holstein,24.3,13.8,71.29,387,21.81
8e19cf6e,7,Jersey,17.62,28.88,55.84,264,18.0
4f2b4c86,6,Holstein,24.26,20.69,75.81,321,25.03
e335f6a1,5,Holstein,24.8,37.29,83.58,13,17.43
14872438,9,Holstein,22.69,33.18,48.03,300,18.87
03e11295,3,Guernsey,13.69,18.73,71.62,196,15.25
1616683d,5,Jersey,18.13,33.34,62.15,12,14.76
2b44b33c,10,Holstein,26.33,28.74,71.03,188,23.9
daacae5d,2,Holstein,23.62,25.76,87.16,102,26.37
8b98e904,2,Jersey,12.99,25.96,56.18,69,15.38
f6e79618,9,Jersey,25.55,28.72,62.85,82,18.69
0f00ac00,5,Jersey,19.27,23.75,57.34,20,26.46
6f30c5fe,8,Holstein,23.59,23.81,72.27,393,19.27
48d3d936,6,Jersey,16.85,38.93,34.42,98,15.02
972c1fa0,8,Jersey,18.39,15.32,72.32,256,18.11
e07ae2e6,2,Jersey,16.07,21.47,92.19,289,14.76
6f409da8,7,Holstein,28.76,27.57,56.93,181,26.76
238600b4,4,Holstein,26.13,26.67,61.87,12,26.92
8b406f9e,6,Jersey,18.84,11.44,45.58,337,21.95
e0e25f90,4,Jersey,19.19,24.47,36.09,262,16.82
29fa4520,6,Guernsey,25.56,15.49,47.87,340,18.71
959f9442,5,Jersey,19.68,18.99,31.64,362,16.01
3016be72,9,Holstein,24.4,17.27,83.26,315,24.1
62ee8b87,8,Holstein,17.7,17.15,30.02,232,22.21
6e16c23e,7,Holstein,22.12,23.14,56.34,118,30.75
d6665a67,5,Jersey,17.85,21.97,40.6,137,25.9
12e3673b,7,Holstein,30.63,21.37,52.67,128,32.8
226fb633,4,Holstein,22.92,23.53,65.37,41,32.52
b335fc9f,3,Holstein,22.59,23.33,78.17,119,28.42
c67b8874,6,Holstein,23.49,11.62,77.13,272,27.29
226fb633,4,Holstein,22.19,13.13,84.34,105,32.85
d696774f,3,Jersey,18.24,12.88,64.61,343,17.77
9a5aaeba,4,Jersey,22.54,28.34,62.42,230,19.53
f8968de5,6,Guernsey,12.93,11.83,71.46,212,17.02
b5d1f6e0,5,Holstein,18.96,23.9,44.47,46,34.44
4c8a3948,2,Holstein,19.3,27.97,74.01,316,17.29
62ee8b87,8,Holstein,32.53,8.0,52.33,37,34.94
d41aa14d,3,Jersey,19.32,15.69,71.66,70,22.86
03dd0d9b,6,Jersey,14.59,17.1,38.07,399,15.17
8115c336,7,Jersey,16.89,14.05,55.63,150,20.88
8e8a616f,4,Jersey,17.46,16.71,71.04,116,22.64
63c1806f,6,Jersey,18.69,8.28,33.77,215,23.75
194b7a00,7,Holstein,25.04,26.95,71.4,131,27.81
ceafb47c,5,Guernsey,16.17,32.19,54.75,48,12.01
bb7eb191,3,Holstein,23.26,14.86,54.01,355,25.24
88422a24,6,Holstein,20.79,21.42,70.55,196,31.48
10fa0fdc,2,Holstein,32.33,12.41,60.17,101,35.03
d8ecbea7,7,Guernsey,16.64,16.26,57.57,12,19.78
27e99102,9,Jersey,17.53,28.15,66.35,82,17.2
a1faf63a,5,Holstein,24.35,14.09,44.23,397,25.26
4a98aaa6,4,Jersey,16.53,27.8,44.69,122,20.47
e722c1ad,2,Holstein,25.79,9.15,71.6,194,30.59
7d1bf787,7,Holstein,22.55,7.97,57.49,163,30.23
8f55a685,5,Holstein,23.59,11.4,69.22,302,28.33
b6fcafa9,7,Jersey,16.96,32.2,46.43,105,14.39
487c46b5,6,Holstein,21.46,14.75,40.01,124,35.89
615d7894,4,Jersey,15.05,7.07,44.74,258,19.02
2c4ff69f,3,Jersey,16.77,25.1,69.12,228,15.72
4dcda30d,3,Jersey,22.8,12.83,58.29,154,24.86
948cd8fe,3,Holstein,20.79,3.02,71.62,19,31.72
601082c0,6,Holstein,25.34,26.23,47.86,21,29.25
cd887cf4,3,Holstein,24.13,16.15,57.25,335,25.42
c8402bdc,2,Holstein,26.57,40.34,63.98,143,17.96
aac5161d,10,Holstein,23.33,33.87,64.77,231,15.51
3dd7ed0f,6,Holstein,23.49,12.46,27.61,352,24.95
843dde83,6,Jersey,14.21,25.08,84.94,384,12.74
b98ac497,10,Jersey,14.06,34.71,82.28,103,7.76
ed8d2ec5,9,Guernsey,17.55,11.63,54.72,345,16.43
aa495571,8,Holstein,25.76,38.59,48.55,194,20.45
9d6af604,2,Jersey,13.74,22.12,60.51,343,13.95
d6b1c605,8,Jersey,15.6,20.8,43.16,158,20.83
fd08f868,7,Holstein,35.0,16.62,48.03,54,36.46
693a13f4,5,Jersey,11.54,19.4,55.88,399,15.47
30ea8029,6,Holstein,23.84,29.65,71.87,341,18.5
1da63872,9,Holstein,18.37,21.39,48.42,14,26.8
f0d19efb,3,Holstein,23.88,14.81,56.84,336,25.49
d6b1c605,8,Jersey,21.69,22.66,71.89,351,15.04
edcc1814,6,Guernsey,25.38,0.67,56.25,54,24.9
456d5839,10,Holstein,19.94,28.52,70.51,54,23.6
5fbddccb,8,Holstein,19.37,14.11,85.43,247,25.47
edd64f53,5,Holstein,24.06,1.38,62.18,349,28.02
01b7a2ad,9,Holstein,20.68,0.27,49.33,36,27.9
125d2743,2,Holstein,28.58,14.67,43.0,252,30.85
9d6af604,2,Jersey,17.76,9.97,50.19,93,23.68
487c46b5,6,Holstein,24.96,0.61,42.97,71,35.71
e553cf89,2,Guernsey,20.59,13.22,59.26,301,16.69
c54b0c6e,9,Holstein,29.16,10.54,92.45,97,31.06
8b6e24cb,2,Holstein,25.66,29.77,63.16,324,20.17
957ede2a,9,Holstein,26.89,13.11,50.53,49,30.56
f631ff08,6,Holstein,23.26,9.5,77.99,224,29.55
61951de5,3,Holstein,23.93,13.01,52.47,265,27.11
d5e25ba1,2,Jersey,18.02,24.33,54.69,85,21.15
2aeb49a7,5,Holstein,15.51,22.49,51.87,203,29.04
cca1b932,3,Jersey,15.89,38.23,48.98,243,13.45
1c103ac4,5,Holstein,24.52,13.25,45.65,299,29.39
6ed621fa,10,Holstein,23.81,29.9,63.74,235,14.47
42098bc8,6,Holstein,24.62,24.6,57.5,144,32.52
a80444be,7,Holstein,26.61,12.74,59.44,195,30.65
ba3f549f,5,Jersey,17.64,19.03,53.57,380,16.43
09d19ebe,7,Holstein,24.71,31.27,45.39,195,27.05
797d18f0,4,Holstein,24.57,35.29,55.87,321,20.33
4686b9da,2,Jersey,12.91,11.2,47.99,142,20.67
87c92eda,4,Holstein,18.87,4.04,80.55,166,32.08
1b724b02,9,Holstein,19.46,11.64,72.44,94,29.25
49f2c8d0,4,Holstein,27.54,13.19,50.22,68,36.86
f0f5a619,7,Jersey,18.84,29.85,39.02,58,24.83
8f3a83b3,2,Jersey,17.51,9.94,89.09,237,19.33
8af484c0,10,Holstein,22.56,22.65,53.09,268,22.19
cbc25154,5,Holstein,23.02,19.01,72.85,179,35.74
8f3a83b3,2,Jersey,15.27,5.14,67.39,70,22.11
fd7da32a,4,Holstein,22.34,28.42,32.9,114,31.21
829a147d,3,Holstein,24.37,11.44,61.35,27,32.08
b6d0df7c,3,Holstein,25.23,24.92,96.1,121,29.5
faadf12c,3,Jersey,17.76,25.95,62.79,96,19.11
6f30c5fe,8,Holstein,25.34,-1.56,63.99,281,25.68
90a70313,10,Holstein,24.98,20.98,56.61,132,28.36
624e96cc,7,Jersey,16.41,14.15,85.79,399,16.97
090c6a23,6,Jersey,19.26,23.88,90.76,51,22.78
ba0770ff,5,Jersey,22.33,18.0,85.64,362,21.01
6df9a5ab,7,Jersey,15.73,30.47,62.21,93,15.23
7d4ace1c,10,Jersey,13.96,39.17,79.79,227,7.5
be6a32a5,10,Holstein,25.44,27.73,53.65,244,19.49
648919dd,5,Holstein,22.71,2.29,45.17,282,28.13
7af0dc46,2,Holstein,24.93,26.12,51.87,63,27.45
8f9ec222,9,Jersey,13.69,32.64,100.0,206,7.8
f499d8c1,9,Holstein,21.95,3.83,49.88,236,27.3
cfdff42c,8,Holstein,24.06,17.65,74.18,332,21.97
1083648f,8,Holstein,23.03,21.52,45.86,288,25.3
210baaa1,9,Holstein,27.25,20.31,62.48,39,30.21
1d98879b,9,Holstein,27.95,19.72,50.27,22,29.82
2b3e0cb1,5,Holstein,23.51,12.85,39.92,281,28.67
608e7379,10,Guernsey,15.66,2.39,46.33,1,11.84
f49d53e2,10,Holstein,25.16,15.14,66.42,244,24.95
36fff514,2,Jersey,16.48,23.83,85.56,380,16.6
f529d112,3,Holstein,19.22,20.75,64.1,157,31.09
24f2a55e,4,Jersey,15.49,37.42,46.53,254,11.6
d6fa11ef,10,Holstein,24.8,25.3,73.02,115,22.99
48e12cfa,2,Guernsey,22.06,24.38,83.38,260,14.56
dcd70884,8,Holstein,25.95,27.83,34.63,285,24.3
5276f932,7,Jersey,14.32,25.9,82.12,46,18.62
1ccc3839,4,Holstein,24.66,5.24,53.91,232,29.17
a5bab307,4,Jersey,19.45,25.45,37.58,221,22.25
b5d1f6e0,5,Holstein,27.49,26.56,74.77,56,33.74
70cb2957,9,Jersey,18.53,24.92,33.0,137,19.84
bf1c4f0f,9,Holstein,20.89,23.86,63.08,215,25.57
1451556f,7,Holstein,26.35,17.48,81.81,30,34.5
c4f292da,9,Holstein,26.99,12.47,66.84,246,28.53
cc5dc3b1,4,Holstein,26.15,40.32,38.59,358,17.71
aac5161d,10,Holstein,23.8,34.24,66.73,15,18.1
66f4acd0,3,Holstein,22.0,11.19,69.37,287,27.9
9d6a7dcb,10,Holstein,21.84,32.28,49.28,296,14.38
632e4ab4,7,Holstein,27.65,12.32,58.16,7,28.26
9f7f3b25,2,Jersey,18.52,19.25,46.28,185,20.25
09d19ebe,7,Holstein,27.78,24.99,52.17,361,23.87
cfa31dd5,8,Jersey,18.25,16.8,42.99,289,17.29
248f0b0e,9,Holstein,26.6,30.29,55.78,70,28.7
d7b84b86,5,Holstein,24.68,29.46,68.94,168,24.07
7a2c4bdc,10,Holstein,29.09,3.42,91.18,174,27.3
760566a5,8,Holstein,23.67,25.81,91.53,15,24.4
6bc5355e,9,Holstein,24.24,20.23,90.27,64,30.94
bbb8e940,3,Holstein,25.72,7.07,63.67,224,29.44
b1ec83cd,10,Jersey,14.94,14.7,76.72,126,18.98
a6093472,7,Holstein,24.72,28.21,43.67,395,21.35
900cd847,2,Holstein,27.32,21.25,66.12,191,29.75
972c1fa0,8,Jersey,21.46,27.44,49.38,89,19.66
68a8cc7a,7,Holstein,22.8,29.93,77.95,24,19.58
10c64c67,9,Jersey,21.36,9.72,53.35,263,17.51
f9ec0a01,7,Jersey,16.7,28.67,70.12,43,21.04
1dcda161,2,Holstein,19.96,19.2,66.58,232,27.78
ab90be88,2,Holstein,27.6,25.44,49.82,198,25.39
7af80bed,8,Holstein,19.13,30.03,63.48,396,11.69
ff46ae93,7,Guernsey,19.72,13.23,37.25,52,23.52
2e6a0357,9,Jersey,19.4,29.02,53.44,21,16.52
601082c0,6,Holstein,22.52,18.51,50.87,58,31.83
06047999,3,Holstein,18.7,18.39,58.95,52,30.22
a08803a3,4,Holstein,24.98,20.14,86.19,95,35.03
d609093b,10,Holstein,22.05,16.87,100.0,219,21.1
a1f4c326,8,Holstein,23.48,0.23,28.88,226,26.45
234c8d14,10,Jersey,22.38,6.89,73.2,44,22.53
5efaef44,6,Holstein,21.51,31.36,62.3,110,21.29
c54b0c6e,9,Holstein,23.92,20.67,96.17,32,26.56
62c3723d,6,Holstein,21.64,10.95,76.92,197,31.26
cef0404d,7,Holstein,27.74,21.11,50.79,206,31.68
09c52e2d,6,Holstein,25.34,28.32,55.92,15,27.63
e5340ffa,9,Holstein,23.0,24.85,71.54,119,25.4
85209343,7,Jersey,15.23,24.05,42.92,90,22.42
69467142,2,Holstein,28.05,23.28,60.86,311,23.87
d4fd5d12,4,Guernsey,22.22,20.0,20.0,390,15.98
d0c06f95,8,Holstein,23.69,19.42,53.2,177,31.59
50b5974a,10,Jersey,13.74,30.59,70.86,122,12.47
0e1b2171,9,Holstein,28.9,15.37,70.09,38,27.73
f529d112,3,Holstein,24.45,15.41,70.59,269,29.19
58bd8d10,5,Holstein,27.7,11.69,66.44,392,27.24
9a6a874e,7,Jersey,17.43,23.64,53.06,3,18.05
37db0661,5,Jersey,20.48,29.27,74.29,259,16.85
7753d326,2,Holstein,25.06,21.59,44.72,149,30.86
0e1b2171,9,Holstein,23.88,32.04,53.15,111,20.26
37db0661,5,Jersey,13.47,18.0,32.2,291,21.14
b5d1f6e0,5,Holstein,28.93,28.55,66.71,244,28.35
08a31ef2,6,Holstein,24.14,19.99,50.94,384,24.03
743222cc,3,Holstein,22.47,20.53,62.4,209,28.63
a3ef6cb1,2,Holstein,21.79,27.98,76.1,94,23.07
a8bb131e,3,Holstein,21.61,23.33,61.53,231,28.99
1d750c3b,3,Jersey,15.54,25.55,47.9,314,13.63
0430c149,3,Holstein,22.85,13.01,42.03,167,33.43
9cd97eff,10,Holstein,26.5,17.97,63.56,53,27.53
36fff514,2,Jersey,19.54,8.05,60.8,151,21.0
f196c4cc,10,Jersey,23.77,41.93,69.69,369,8.93
8e19cf6e,7,Jersey,16.16,15.68,35.05,190,22.58
5c05e7d7,8,Holstein,23.34,15.14,68.99,94,34.41
3c347b94,3,Jersey,19.12,25.01,55.73,190,17.1
da3bfb7c,3,Holstein,25.56,27.48,60.2,10,27.19
b5332e66,2,Holstein,26.35,22.29,82.41,16,27.64
7af80bed,8,Holstein,24.59,17.32,33.4,43,33.26
5eef0b65,7,Holstein,18.76,4.63,70.04,175,27.75
7e8707b8,3,Holstein,24.01,19.4,52.35,197,31.26
